Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,132060.609375
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,161355.59375
"204 Cherry St, Lodi, CA 95240-4804",319950,158127.796875
"2139 Jayhawk, Lodi, CA 95240",340000,328983.9375
"736 Golden Ave, Lodi, CA 95240",359000,198267.015625
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,154677.9375
"1035 Woodrow St, Lodi, CA 95240-4322",235000,118449.828125
"2111 Squire Way, Lodi, CA 95240",315000,169490.90625
"1842 Robin Ln, Lodi, CA 95240-7825",349000,176497.265625
"442 San Pietro Ln, Lodi, CA 95240",309900,168571.59375
