Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,231117.811781
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,298471.214395
"204 Cherry St, Lodi, CA 95240-4804",319950,312563.276841
"2139 Jayhawk, Lodi, CA 95240",340000,324499.532182
"736 Golden Ave, Lodi, CA 95240",359000,364202.476241
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,297827.448833
"1035 Woodrow St, Lodi, CA 95240-4322",235000,231323.034189
"2111 Squire Way, Lodi, CA 95240",315000,308771.429581
"1842 Robin Ln, Lodi, CA 95240-7825",349000,340625.57545
"442 San Pietro Ln, Lodi, CA 95240",309900,306270.204752
