Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,238262.580511
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,294009.517875
"204 Cherry St, Lodi, CA 95240-4804",319950,316153.692334
"2139 Jayhawk, Lodi, CA 95240",340000,-12080871.1906
"736 Golden Ave, Lodi, CA 95240",359000,351743.958633
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,290384.056439
"1035 Woodrow St, Lodi, CA 95240-4322",235000,234400.618754
"2111 Squire Way, Lodi, CA 95240",315000,309160.41127
"1842 Robin Ln, Lodi, CA 95240-7825",349000,341454.749278
"442 San Pietro Ln, Lodi, CA 95240",309900,305375.710045
