Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,141508.944786
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,186459.358394
"204 Cherry St, Lodi, CA 95240-4804",319950,192749.124652
"2139 Jayhawk, Lodi, CA 95240",340000,205439.098945
"736 Golden Ave, Lodi, CA 95240",359000,216079.329727
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,171118.171073
"1035 Woodrow St, Lodi, CA 95240-4322",235000,139711.603864
"2111 Squire Way, Lodi, CA 95240",315000,192923.789635
"1842 Robin Ln, Lodi, CA 95240-7825",349000,213772.568454
"442 San Pietro Ln, Lodi, CA 95240",309900,190099.568217
