Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,238337.958383
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,294084.895747
"204 Cherry St, Lodi, CA 95240-4804",319950,316229.070206
"2139 Jayhawk, Lodi, CA 95240",340000,-12080795.8127
"736 Golden Ave, Lodi, CA 95240",359000,351819.336505
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,290459.434311
"1035 Woodrow St, Lodi, CA 95240-4322",235000,234475.996626
"2111 Squire Way, Lodi, CA 95240",315000,309235.789142
"1842 Robin Ln, Lodi, CA 95240-7825",349000,341530.12715
"442 San Pietro Ln, Lodi, CA 95240",309900,305451.087917
