Address,Listing Price,Predicted Selling Price
"549 Swallow Ln, Lodi, CA 95240-6388",309000,4102.06152344
"612 S Central ave, Lodi, CA 95240",185000,7549.90527344
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,5492.78466797
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,4654.07177734
"204 Cherry St, Lodi, CA 95240-4804",319950,5652.78417969
"2139 Jayhawk, Lodi, CA 95240",340000,130998.367188
"736 Golden Ave, Lodi, CA 95240",359000,71492.78125
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,4954.57470703
"1035 Woodrow St, Lodi, CA 95240-4322",235000,6600.26855469
"2111 Squire Way, Lodi, CA 95240",315000,4790.74365234
"1842 Robin Ln, Lodi, CA 95240-7825",349000,13952.2763672
"442 San Pietro Ln, Lodi, CA 95240",309900,3048.55175781
