Address,Listing Price,Predicted Selling Price
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,142756.104933
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,182087.915436
"204 Cherry St, Lodi, CA 95240-4804",319950,196850.685451
"2139 Jayhawk, Lodi, CA 95240",340000,209256.098603
"736 Golden Ave, Lodi, CA 95240",359000,221240.513907
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,179325.862619
"1035 Woodrow St, Lodi, CA 95240-4322",235000,139741.200169
"2111 Squire Way, Lodi, CA 95240",315000,192533.419866
"1842 Robin Ln, Lodi, CA 95240-7825",349000,215242.912241
"442 San Pietro Ln, Lodi, CA 95240",309900,189158.040173
