Address,Address - Zip Code,# of Garage Spaces,Bathrooms - Full,Bathrooms - Half,Bedrooms,HOA Dues,Listing Price,Price_Per_SQFT_LISTING,Lot Size - Sq Ft,Listing Date,Pending Date,Pool,Selling Date,Selling Price,Selling_Price_Per_Sqft,Square Footage,Year Built
"718 Park St Lodi, CA 95240-5221",95240,2,1,1,3,0,139000,128.11,6970,6/20/2010,12/20/2010,NONO,12/29/2010,150000,138.2488479,1085,1955
"136 S Pacific Ave Lodi, CA 95242-3021",95242,2,2,0,3,0,144900,130.31,5227,6/21/2010,8/30/2010,NONO,9/30/2010,138000,124.1007194,1112,1961
"1224 S Pleasant Ave Lodi, CA 95240-5726",95240,2,1,1,3,0,169900,126.23,7841,6/24/2010,10/11/2010,NONO,11/12/2010,175000,130.0148588,1346,1947
"739 James St Lodi, CA 95242-2208",95242,4,2,0,3,0,89900,47.32,7405,7/22/2010,10/18/2010,NONO,12/17/2010,89900,47.31578947,1900,1951
"757 S Crescent Ave Lodi, CA 95240-4630",95240,2,2,0,3,0,219900,139.27,6970,6/24/2010,9/17/2010,NONO,10/21/2010,219900,139.2653578,1579,1957
"1543 Bird Ln Lodi, CA 95242-3914",95242,2,2,0,3,0,298500,169.22,4792,7/12/2010,7/19/2010,NONO,9/3/2010,295000,167.2335601,1764,2005
"604 Alicante Dr Lodi, CA 95240-5607",95240,2,1,0,2,0,144900,141.92,5663,7/14/2010,9/23/2010,NONO,10/21/2010,140000,137.1204701,1021,1953
"419 N Fairmont Ave Lodi, CA 95240-1607",95240,2,1,0,2,0,172222,156.71,6098,7/14/2010,2/16/2011,NONO,3/31/2011,175950,160.100091,1099,1956
"711 S School St Lodi, CA 95240-4703",95240,2,1,0,2,0,139000,113.65,7841,7/13/2010,8/26/2010,NONO,10/11/2010,115000,94.03107114,1223,1939
"2415 Meadow Dr Lodi, CA 95240-7135",95240,2,2,0,3,0,149900,112.45,6098,7/15/2010,7/29/2010,NONO,9/6/2010,149900,112.4531133,1333,1978
"2250 Scarborough Dr #23 Lodi, CA 95240-6646",95240,1,1,1,2,180,129000,118.13,0,7/16/2010,10/21/2010,NONO,11/23/2010,128000,117.2161172,1092,1990
"1514 Blackbird Pl Lodi, CA 95240-8893",95240,2,2,1,3,0,180000,80.29,4792,7/17/2010,7/26/2010,NONO,7/30/2010,170000,75.82515611,2242,2004
"2526 S Ham Ln Lodi, CA 95242-4549",95242,2,2,0,3,0,170900,95.53,7405,7/6/2010,11/25/2010,NONO,1/18/2011,163000,91.11235327,1789,1979
"1506 BIRD Lodi, CA 95242-3914",95242,2,3,1,5,0,499900,136.62,10454,7/7/2010,7/27/2010,YESY,9/1/2010,500000,136.6493577,3659,2004
"1736 S School St Lodi, CA 95240-6249",95240,2,2,0,3,0,125900,110.25,4792,7/8/2010,7/29/2010,NONO,8/20/2010,125900,110.2451839,1142,1985
"1513 W Locust St Lodi, CA 95242-2942",95242,2,1,0,2,0,139900,129.54,6098,7/9/2010,7/14/2010,NONO,8/10/2010,144000,133.3333333,1080,1955
"2050 Holt Dr Lodi, CA 95242-4812",95242,2,2,0,3,0,275000,148.97,4792,10/22/2010,12/10/2010,NONO,12/17/2010,265000,143.5536295,1846,2007
"501 S Rose St Lodi, CA 95240-3900",95240,2,2,0,3,0,215500,135.03,11326,7/9/2010,9/30/2010,NONO,11/15/2010,180000,112.7819549,1596,1963
"728 Palm Ave Lodi, CA 95240-0922",95240,2,2,0,3,0,150000,109.09,7841,7/12/2010,11/3/2010,NONO,12/8/2010,160000,116.3636364,1375,1955
"431 N Church St Lodi, CA 95240-1236",95240,0,1,0,1,0,29900,47.54,3920,7/14/2010,7/20/2010,NONO,8/17/2010,45000,71.54213037,629,1920
"616 Atherton Dr Lodi, CA 95242-3401",95242,0,2,1,4,0,349950,132.81,7405,7/13/2010,8/16/2010,NONO,9/27/2010,326500,123.9089184,2635,1978
"1913 Holly Dr Lodi, CA 95242-2206",95242,1,2,0,3,0,160000,105.06,5663,8/26/2010,12/1/2010,NONO,12/30/2010,160000,105.0558109,1523,1953
"1800 Camphor Way Lodi, CA 95242-4458",95242,2,2,0,3,0,170000,141.55,5227,8/31/2010,12/3/2010,NONO,12/21/2010,170000,141.5487094,1201,1988
"521 Kensington Way Lodi, CA 95242-3423",95242,2,2,0,3,0,229000,138.54,8276,8/25/2010,11/19/2010,NONO,12/16/2010,217000,131.276467,1653,1964
"131 S Corinth Ave Lodi, CA 95242-3051",95242,0,1,1,3,0,115000,66.98,8276,9/3/2010,7/29/2011,NONO,9/8/2011,108000,62.90040769,1717,1955
"1415 S Mills Ave Lodi, CA 95242-4265",95242,2,2,1,3,99,169000,91.6,2614,9/16/2010,1/7/2011,NONO,1/28/2011,175000,94.85094851,1845,2005
"1209 Liebig St Lodi, CA 95240-5928",95240,2,2,0,3,0,130000,120.37,5663,7/16/2010,9/21/2010,NONO,10/25/2010,120000,111.1111111,1080,1959
"2034 Incline Dr Lodi, CA 95242-4765",95242,3,3,0,5,0,309000,106.85,5663,9/22/2010,8/23/2011,YESY,10/3/2011,305000,105.4633472,2892,2003
"1311 W Century Blvd #46 Lodi, CA 95242",95242,1,2,0,2,185,74900,76.04,0,7/17/2010,7/27/2010,YESY,8/13/2010,83500,84.7715736,985,1984
"2250 Scarborough Dr #59 Lodi, CA 95240-6652",95240,1,2,1,2,186,129600,118.68,0,7/17/2010,7/17/2010,YESY,8/19/2010,130000,119.047619,1092,1991
"520 Cross St Lodi, CA 95242-2405",95242,2,2,0,3,0,100000,73.26,7405,7/15/2010,3/10/2011,NONO,9/8/2011,96000,70.32967033,1365,1944
"1965 Providence Way Lodi, CA 95242-4704",95242,2,2,0,3,0,215000,190.27,6534,10/14/2010,12/21/2010,NONO,1/7/2011,208000,184.0707965,1130,1994
"1945 Wyndham Way Lodi, CA 95242-4761",95242,2,2,0,4,0,245900,140.19,6098,10/21/2010,1/14/2011,NONO,2/25/2011,244000,139.1106043,1754,2002
"216 E Tokay St Lodi, CA 95240-4143",95240,1,1,0,2,0,42900,51.81,8712,7/20/2010,7/22/2010,NONO,8/13/2010,43000,51.93236715,828,1939
"1326 S School St Lodi, CA 95240-5710",95240,3,2,0,4,0,195000,124.05,7405,7/20/2010,7/23/2010,YESY,9/3/2010,200000,127.2264631,1572,1910
"1531 W Vine St Lodi, CA 95242",95242,2,2,0,3,0,160000,134.12,5663,7/21/2010,10/22/2010,NONO,11/16/2010,160000,134.1156748,1193,1966
"1018 S Mills Ave Lodi, CA 95242-3873",95242,2,2,0,3,0,199500,118.05,6970,7/28/2010,9/8/2010,NONO,11/10/2010,175000,103.5502959,1690,1972
"2015 Incline Dr Lodi, CA 95242-4765",95242,3,3,0,4,0,319900,101.94,6098,8/24/2010,12/9/2010,NONO,1/14/2011,315000,100.3824092,3138,2003
"1968 Jamestown Dr Lodi, CA 95242-4706",95242,2,2,0,3,0,165000,146.02,0,11/6/2010,11/23/2010,NONO,12/29/2010,165000,146.0176991,1130,1994
"1946 Victoria Dr Lodi, CA 95242-4768",95242,3,3,0,4,0,325900,143.38,7841,11/9/2010,11/22/2010,YESY,12/3/2010,325900,143.3787945,2273,2004
"1816 Tienda Dr Lodi, CA 95242-3926",95242,3,4,1,5,0,679000,165.33,19166,11/12/2010,1/27/2011,YESY,2/15/2011,650000,158.2663745,4107,2003
"1942 Victoria Dr Lodi, CA 95242-4768",95242,2,2,0,4,0,214900,137.76,6098,11/19/2010,12/6/2010,NONO,12/31/2010,214900,137.7564103,1560,2003
"1823 Camphor Way Lodi, CA 95242-4459",95242,2,2,1,3,0,159000,95.32,4792,11/24/2010,12/15/2010,NONO,1/4/2011,162000,97.12230216,1668,1988
"2012 Debbie Ln Lodi, CA 95242-2815",95242,2,2,0,3,0,169900,153.89,5663,11/30/2010,2/23/2011,NONO,3/15/2011,165000,149.4565217,1104,1961
"1127 S Mills Ave Lodi, CA 95242-3835",95242,2,2,0,3,0,129900,90.84,7405,12/9/2010,4/7/2011,YESY,4/22/2011,127000,88.81118881,1430,1972
"1760 Lake St, Lodi, CA 95242-2437",95242,2,2,1,3,0,119000,62.43,3049,9/30/2010,3/4/2011,NONO,4/4/2011,120500,63.22140609,1906,1982
"1317 S Mills Ave Lodi, CA 95242-3900",95242,2,2,0,3,0,199000,142.04,4792,12/12/2010,5/7/2011,NONO,6/3/2011,205000,146.3240542,1401,2000
"115 S Mills Ave Lodi, CA 95242-3135",95242,2,2,0,3,0,149900,114.34,5227,12/23/2010,3/29/2011,NONO,5/5/2011,149000,113.6536995,1311,1967
"41 N Loma Dr Lodi, CA 95242-3125",95242,2,3,0,4,0,215000,117.49,7405,2/21/2011,6/3/2011,NONO,6/29/2011,215000,117.4863388,1830,1963
"2212 Kingsbury Dr Lodi, CA 95242-4700",95242,2,2,0,3,0,155000,137.17,5227,12/28/2010,10/14/2011,NONO,11/18/2011,157000,138.9380531,1130,1993
"1912 Royal Crest Dr Lodi, CA 95242-3848",95242,2,3,0,3,0,199000,107.74,7405,3/1/2011,6/4/2011,NONO,6/30/2011,190000,102.8695181,1847,1972
"1962 Lexington Dr Lodi, CA 95242-4772",95242,2,2,0,4,0,245000,139.68,5663,10/13/2010,11/10/2010,NONO,1/14/2011,238600,136.031927,1754,2004
"745 Howard St Lodi, CA 95242-2432",95242,1,1,0,2,0,92500,94,8712,10/31/2010,11/19/2010,NONO,12/22/2010,83000,84.3495935,984,1948
"1411 S Mills Ave Lodi, CA 95242-4265",95242,2,2,1,3,99,169900,104.23,2178,11/1/2010,5/19/2011,NONO,6/21/2011,170100,104.3558282,1630,2005
"735 James St Lodi, CA 95242-2208",95242,1,1,0,3,0,129500,113.6,7405,11/3/2010,11/19/2010,NONO,12/30/2010,134000,117.5438596,1140,1951
"1910 Corbin Ln Lodi, CA 95242-3416",95242,2,2,0,3,0,258000,133.61,9583,11/5/2010,2/4/2011,YESY,3/18/2011,265000,137.2345935,1931,1966
"1809 Autumn Way Lodi, CA 95242-4461",95242,2,2,1,4,0,219900,120.96,5227,11/5/2010,3/8/2011,NONO,4/6/2011,215000,118.2618262,1818,1988
"1110 Tudor St Lodi, CA 95242-3856",95242,2,2,0,3,0,155000,119.23,6970,1/26/2011,9/21/2011,NONO,11/10/2011,155000,119.2307692,1300,1974
"1913 W Lodi Ave Lodi, CA 95242-3124",95242,2,2,0,3,0,169500,97.19,5663,1/27/2011,3/1/2011,NONO,4/26/2011,174000,99.7706422,1744,1961
"161 S Corinth Ave Lodi, CA 95242-3051",95242,0,2,1,4,0,147000,51.91,8276,2/2/2011,11/3/2011,NONO,12/27/2011,125500,44.31497175,2832,1953
"1118 S Mills Ave Lodi, CA 95242-3833",95242,2,2,0,3,0,149900,78.24,7405,2/9/2011,2/15/2011,YESY,2/25/2011,155000,80.89770355,1916,1973
"1800 Robert St Lodi, CA 95242-2230",95242,2,2,0,3,0,129900,116.4,5663,2/11/2011,2/23/2011,NONO,2/25/2011,135500,121.4157706,1116,1957
"14 N Pinewood Ct Lodi, CA 95242-3152",95242,2,2,0,2,0,184900,118.75,4792,2/14/2011,3/10/2011,NONO,3/31/2011,172000,110.4688504,1557,1984
"1248 Stonebridge Dr Lodi, CA 95242-9178",95242,3,2,0,3,0,335000,154.88,5663,2/14/2011,4/7/2011,NONO,5/18/2011,300000,138.6962552,2163,2005
"1952 Providence Way Lodi, CA 95242-4704",95242,2,2,0,3,0,179900,159.2,4792,2/18/2011,4/27/2011,NONO,6/1/2011,173500,153.539823,1130,1994
"26 S Cambridge Dr Lodi, CA 95242-3212",95242,2,2,0,3,0,179900,112.51,5227,12/28/2010,6/2/2011,NONO,7/8/2011,179900,112.5078174,1599,1966
"1740 Lake St Lodi, CA 95242-2437",95242,2,2,1,3,0,154900,81.27,2614,12/31/2010,1/19/2011,NONO,2/25/2011,162000,84.99475341,1906,1982
"2334 S Mills Ave Lodi, CA 95242",95242,2,2,0,3,0,250000,188.25,6098,1/13/2011,3/25/2011,YESY,5/10/2011,242000,182.2289157,1328,1995
"1701 Mariposa Lodi, CA 95242",95242,1,1,0,3,0,141750,131.25,5663,1/14/2011,6/6/2011,NONO,6/27/2011,133000,123.1481481,1080,1955
"2214 Sun Valley Dr Lodi, CA 95242",95242,2,3,0,4,0,279000,112.41,6534,1/17/2011,1/31/2012,YESY,3/13/2012,282000,113.61805,2482,2002
"1806 Royal Crest Dr Lodi, CA 95242-3846",95242,2,2,0,3,0,158100,117.9,7405,1/21/2011,1/26/2011,NONO,3/15/2011,158100,117.8970917,1341,1974
"1700 W Elm St Lodi, CA 95242-2915",95242,2,1,1,3,0,175000,110.06,6098,1/21/2011,3/11/2011,NONO,4/8/2011,175000,110.0628931,1590,1956
"1907 Camphor Lodi, CA 95242",95242,2,2,0,3,0,169900,141.47,4792,4/11/2011,4/22/2011,NONO,5/25/2011,173298,144.2947544,1201,1988
"1120 Tudor St Lodi, CA 95242-3856",95242,2,2,0,3,0,149950,98.98,6098,4/14/2011,6/13/2011,NONO,7/12/2011,143000,94.38943894,1515,1973
"819 James St Lodi, CA 95242-2210",95242,2,1,1,3,0,159900,71.04,7841,4/15/2011,4/17/2011,NONO,4/20/2011,123900,55.04220347,2251,1949
"1929 Winding Oak St Lodi, CA 95242-4466",95242,2,2,0,3,0,164900,137.3,5663,4/15/2011,9/22/2011,NONO,10/21/2011,170000,141.5487094,1201,1988
"1863 Lakeshore Dr Lodi, CA 95242-4230",95242,2,2,1,3,596,287000,120.44,6534,4/16/2011,4/18/2011,NONO,5/27/2011,259000,108.6865296,2383,1985
"1928 Lakeshore Dr Lodi, CA 95242-4232",95242,2,2,0,2,290,179000,159.39,4356,4/16/2011,8/5/2011,YESY,8/24/2011,155000,138.0231523,1123,1986
"1923 Tienda Dr Lodi, CA 95242-3996",95242,2,2,1,4,0,280000,126.13,5663,2/16/2011,6/16/2011,NONO,7/20/2011,270000,121.6216216,2220,1999
"1202 Millsbridge Pl Lodi, CA 95242-3906",95242,2,2,1,3,0,319900,125.7,5663,2/24/2011,8/25/2011,YESY,10/7/2011,310000,121.8074656,2545,2002
"2040 Bishop Way Lodi, CA 95242-4813",95242,2,2,0,3,0,239000,142.43,6098,3/11/2011,3/21/2011,NONO,3/29/2011,239000,142.431466,1678,2006
"744 James St Lodi, CA 95242-2207",95242,1,2,0,3,0,124900,87.96,7405,3/17/2011,3/31/2011,NONO,5/6/2011,135000,95.07042254,1420,1953
"220 S Mills Ave Lodi, CA 95242-3140",95242,2,2,0,3,0,169900,98.21,6970,4/28/2011,5/3/2011,NONO,5/27/2011,177000,102.3121387,1730,1961
"1907 Crystalwood Ln Lodi, CA 95242-3999",95242,2,2,0,3,0,229900,149.87,5663,3/16/2011,4/5/2011,NONO,4/26/2011,225550,147.0338983,1534,2001
"1706 Mariposa Way Lodi, CA 95242-2535",95242,1,1,0,2,0,109000,123.58,5663,3/26/2011,10/5/2011,NONO,11/9/2011,107000,121.3151927,882,1954
"839 S Mills Ave Lodi, CA 95242-3565",95242,2,2,1,3,0,209900,111.95,7405,3/25/2011,9/28/2011,NONO,10/13/2011,195000,104,1875,1972
"2118 Sun Valley Dr Lodi, CA 95242-4753",95242,3,3,0,4,0,369150,133.99,10890,3/31/2011,4/8/2011,NONO,5/5/2011,362000,131.3974592,2755,2002
"1720 Lexington Dr Lodi, CA 95242-4789",95242,2,3,0,3,0,299900,139.55,6970,4/8/2011,6/23/2011,NONO,7/21/2011,290000,134.9464867,2149,2004
"417 N Mills Ave Lodi, CA 95242-2546",95242,2,2,0,3,0,109900,86.95,6970,5/16/2011,6/1/2011,NONO,6/22/2011,105000,83.06962025,1264,1964
"1825 Jackson St Lodi, CA 95242-3112",95242,2,2,0,3,0,184500,118.04,8276,5/18/2011,5/26/2011,NONO,7/22/2011,185000,118.3621241,1563,1962
"310 N Mills Ave Lodi, CA 95242-2542",95242,2,2,0,4,0,164000,123.87,4792,5/24/2011,5/26/2011,NONO,7/27/2011,164000,123.8670695,1324,1961
"2047 Bishop Way Lodi, CA 95242-4813",95242,2,2,0,3,0,224900,137.13,4792,7/30/2011,8/15/2011,NONO,9/20/2011,224900,137.1341463,1640,2007
"1801 Colette St Lodi, CA 95242-2502",95242,2,2,0,3,0,150000,138.89,6098,5/27/2011,7/1/2011,NONO,8/2/2011,152500,141.2037037,1080,1958
"1806 Amber Leaf Way Lodi, CA 95242-4468",95242,1,2,1,4,0,210000,115.51,5227,6/2/2011,7/5/2011,YESY,7/21/2011,199500,109.7359736,1818,1988
"2456 Goehring Dr Lodi, CA 95242-4816",95242,2,2,1,4,0,274900,113.27,4792,6/6/2011,10/6/2011,NONO,11/10/2011,269900,111.2072518,2427,2005
"1925 Crystalwood Ln Lodi, CA 95242-3999",95242,2,2,0,3,0,239000,140.75,5227,4/20/2011,7/5/2011,NONO,8/9/2011,234000,137.8091873,1698,2001
"2552 Hoff Ln Lodi, CA 95242-4815",95242,2,2,0,3,0,229000,148.12,7841,6/9/2011,9/30/2011,NONO,10/14/2011,229000,148.1241915,1546,2006
"1216 Vienna Dr Lodi, CA 95242-3998",95242,3,3,0,4,0,675000,166.17,10890,4/20/2011,6/1/2011,YESY,6/21/2011,610000,150.1723289,4062,2006
"251 S Corinth Ave Lodi, CA 95242-3053",95242,1,1,1,2,0,115000,107.68,8276,6/14/2011,7/15/2011,NONO,8/31/2011,107000,100.1872659,1068,1953
"1117 Tudor St Lodi, CA 95242-3857",95242,2,2,0,2,0,149500,95.22,6098,6/15/2011,6/25/2011,NONO,7/27/2011,153000,97.4522293,1570,1974
"1652 Remington Way Lodi, CA 95242-4741",95242,3,2,0,3,0,225000,146.96,6098,6/20/2011,7/22/2011,YESY,9/12/2011,235000,153.4944481,1531,1997
"511 S Mills Ave Lodi, CA 95242-3429",95242,2,2,0,2,0,249000,126.78,10019,6/27/2011,8/16/2011,NONO,10/6/2011,239000,121.6904277,1964,1964
"743 N Loma Dr Lodi, CA 95242-2214",95242,2,1,0,3,0,134950,129.76,7405,4/28/2011,6/21/2011,NONO,6/24/2011,122000,117.3076923,1040,1956
"1874 Providence Way Lodi, CA 95242-4745",95242,3,2,1,3,0,299900,124.96,5227,5/8/2011,6/5/2011,NONO,7/20/2011,295000,122.9166667,2400,1998
"32 S Corinth Ave Lodi, CA 95242-3108",95242,2,1,0,3,0,141700,127.2,5227,5/10/2011,5/25/2011,NONO,6/28/2011,140000,125.6732496,1114,1956
"2008 Yosemite Dr Lodi, CA 95242-2246",95242,2,1,0,3,0,110000,101.95,4792,5/7/2011,7/19/2011,NONO,7/20/2011,107000,99.16589435,1079,1966
"510 Charleston Way Lodi, CA 95242-3407",95242,2,2,0,3,0,189900,120.19,8276,5/10/2011,5/19/2011,NONO,6/27/2011,193000,122.1518987,1580,1961
"1275 Lakeshore Dr Lodi, CA 95242-3925",95242,2,2,0,3,0,259950,158.7,4792,5/16/2011,5/31/2011,NONO,6/30/2011,257000,156.8986569,1638,2005
"1619 W Elm St Lodi, CA 95242-2914",95242,2,2,0,4,0,201900,121.12,6534,7/15/2011,8/10/2011,NONO,8/31/2011,198000,118.7762448,1667,1956
"1830 Camphor Way Lodi, CA 95242-4458",95242,2,2,0,3,0,159900,133.14,4792,7/21/2011,1/25/2012,NONO,3/14/2012,155000,129.0591174,1201,1988
"1868 Providence Way Lodi, CA 95242-4745",95242,3,2,1,4,0,259900,108.29,5227,8/2/2011,1/10/2012,NONO,2/16/2012,258500,107.7083333,2400,1998
"1906 W Lockeford St Lodi, CA 95242-2518",95242,0,1,0,3,0,99900,90.24,8712,10/25/2011,12/1/2011,NONO,12/27/2011,85000,76.78410117,1107,1953
"1980 Yorktown Dr Lodi, CA 95242-4497",95242,2,2,0,3,0,189000,138.77,6534,8/12/2011,9/22/2011,NONO,10/24/2011,195000,143.1718062,1362,1993
"1960 Wyndham Way Lodi, CA 95242-4761",95242,2,2,0,4,0,229000,129.67,5663,8/19/2011,3/19/2012,NONO,4/13/2012,229000,129.6715742,1766,2003
"8 S Cambridge Dr Lodi, CA 95242-3212",95242,2,2,0,3,0,170000,123.64,5227,8/19/2011,8/23/2011,NONO,9/28/2011,178000,129.4545455,1375,1967
"1626 Royal Crest Dr Lodi, CA 95242-3842",95242,2,2,0,3,0,120000,94.94,6534,11/5/2011,5/14/2012,YESY,8/17/2012,119000,94.14556962,1264,1973
"1419 S Mills Ave Lodi, CA 95242-4265",95242,2,2,1,3,99,169000,103.68,2178,8/13/2011,10/24/2011,NONO,12/29/2011,172000,105.5214724,1630,2005
"1965 Plymouth Way Lodi, CA 95242-4771",95242,3,2,0,3,0,228500,160.13,5227,11/25/2011,2/16/2012,NONO,3/30/2012,228500,160.1261388,1427,2004
"1913 Robert St Lodi, CA 95242-2233",95242,1,1,0,2,0,74900,81.06,5227,8/30/2011,9/13/2011,NONO,10/5/2011,74900,81.06060606,924,1958
"1812 W Locust St Lodi, CA 95242-2520",95242,2,1,1,3,0,164500,115.68,5663,8/30/2011,9/15/2011,NONO,11/16/2011,164500,115.6821378,1422,1960
"1908 Bridgewood Dr Lodi, CA 95242-3905",95242,2,2,1,4,0,279000,114.81,5663,9/2/2011,2/6/2012,NONO,3/28/2012,290000,119.3415638,2430,2002
"1921 Wyndham Way Lodi, CA 95242-4761",95242,3,2,0,3,0,189900,119.81,5663,9/19/2011,1/27/2012,NONO,3/14/2012,185100,116.7823344,1585,2002
"27 N Corinth Ave Lodi, CA 95242-3107",95242,2,2,0,3,0,136900,106.21,7841,9/21/2011,10/3/2011,NONO,10/26/2011,130000,100.8533747,1289,1956
"2329 Jamestown Ct Lodi, CA 95242-4720",95242,2,2,0,3,0,182500,161.5,5227,7/9/2011,7/26/2011,NONO,9/22/2011,176000,155.7522124,1130,1995
"736 N Mills Ave Lodi, CA 95242-2225",95242,0,1,0,2,0,69000,84.46,7405,7/11/2011,12/27/2011,NONO,1/24/2012,69000,84.45532436,817,1953
"2014 Cabrillo Cir Lodi, CA 95242-3302",95242,2,2,0,3,0,206900,126.78,6098,7/11/2011,7/18/2011,NONO,9/1/2011,207500,127.1446078,1632,1973
"1935 Sorrel Dr Lodi, CA 95242-4492",95242,2,2,1,3,0,160000,85.79,5227,7/13/2011,11/4/2011,NONO,12/2/2011,165500,88.73994638,1865,1988
