Address,Listing Price,Predicted Selling Price
"612 S Central ave, Lodi, CA 95240",185000,39.0949897766
"169 Mulberry Cir, Lodi, CA 95240-7158",239000,39.0954208374
"1848 Blackbird Pl, Lodi, CA 95240-8861",299000,37.4511604309
"204 Cherry St, Lodi, CA 95240-4804",319950,785.249267578
"2139 Jayhawk, Lodi, CA 95240",340000,166969.953125
"736 Golden Ave, Lodi, CA 95240",359000,104316.1875
"683 Sandpiper Cir, Lodi, CA 95240-8803",295000,39.0253181458
"1035 Woodrow St, Lodi, CA 95240-4322",235000,39.0949211121
"2111 Squire Way, Lodi, CA 95240",315000,37.6593666077
"1842 Robin Ln, Lodi, CA 95240-7825",349000,19552.7890625
"442 San Pietro Ln, Lodi, CA 95240",309900,551.818054199
