Address,Listing Price,Predicted Selling Price
"5871 E Fairlane Rd, Acampo, CA 95220-9631",349999,335120
"843 N Manley Rd, Ripon, CA 95366",398000,386995
"6 W ADAMS, Stockton, CA 95204-5303",318500,307086
"4427 Pebble Beach Dr, Stockton, CA 95219-1908",635000,619025
"2876 Lee Dr, Stockton, CA 95215",575000,561711
"448 Steven St, Mountain House, CA 95391-1008",525000,520904
"1341 Stanley Dr, Ripon, CA 95366-3203",360000,351542
"357 charles Ave, Manteca, CA 95336",399000,393094
"1787 La Jolla Dr, Stockton, CA 95204-1722",214900,211693
"24524 Partridge Ln, Acampo, CA 95220",769950,767209
"3963 Summit Dr, Tracy, CA 95376",560933,543578
"1878 Ponderosa Dr, Tracy, CA 95376",559900,539822
"1858 Ponderosa Dr, Tracy, CA 95376",585900,572319
"3036-3036 Fairmont Ave, Stockton, CA 95206",299000,281183
"816 SAN LUCAS Ave, Stockton, CA 95210",219999,218416
"1750 Edna Ct, Tracy, CA 95304",869888,837078
"4528 Twin Creeks Ct, Tracy, CA 95377-8279",479900,471222
"19364 W Grant Line Rd, Tracy, CA 95391-8839",850000,816003
"1729 Jackie Pl, Manteca, CA 95337",439000,430225
"475 HELEN Dr, Ripon, CA 95366",458000,455121
"28560 S Airport Way, Manteca, CA 95337-8824",1224000,1147764
"735 N Pergola Ct, Mountain House, CA 95391-1306",620000,609423
"6905 Vicksburg Pl, Stockton, CA 95207-2544",442000,424988
"7330 Delta Ave, Tracy, CA 95304-9426",589000,539860
"1035 Woodrow St, Lodi, CA 95240-4322",235000,230088
"2530 Legacy Way, Lodi, CA 95242",512900,494787
"4622 Saint Andrews Dr, Stockton, CA 95219",575000,559117
"1542 W Longview Ave, Stockton, CA 95207-4607",349900,341618
"731 N Edison St, Stockton, CA 95203-2310",292000,257513
"741 S Church St, Lodi, CA 95240-4726",429000,418184
"167 Glenhaven Dr, Tracy, CA 95377-7042",525000,509293
"11554 E Jahant Rd, Acampo, CA 95220-9719",439000,410533
"968 Alfonso Ln, Manteca, CA 95336",455000,451463
"10 20th, Tracy, CA 95376",319900,316721
"7469 Orford Rd, Stockton, CA 95215-9707",450000,434721
"1842 Robin Ln, Lodi, CA 95240-7825",344900,340902
"355 Lexington Ave, Stockton, CA 95204-5225",353900,338389
"4474 S Escalon Bellota Rd, Farmington, CA 95230-9557",250000,241635
"1910 Wagner Heights Rd, Stockton, CA 95209",385000,374579
"451-451 Belmont Ln, Tracy, CA 95377-6699",679000,672087
"6582 Crestview Cir, Stockton, CA 95219",359000,349787
"1556 Wellington Ave, Manteca, CA 95337",380000,369809
"2028 Mighty Oak Dr, Stockton, CA 95205-2593",260000,260023
"5412 Shippee Ln, Stockton, CA 95212-2215",325000,308387
"1933 Watercourse St, Stockton, CA 95206",285000,282112
"15291 SEXTON Rd, Escalon, CA 95320",495000,481732
"8900 Canepa Rd, Stockton, CA 95212-9451",525000,503578
"1333 Robinson Ln, Lodi, CA 95242-3929",265000,265590
"1112 W Vernal Way, Stockton, CA 95203-1622",140000,141241
"1127 E Sonora St, Stockton, CA 95205-6113",250000,231538
"1062 Tulloch Dr, Tracy, CA 95304-5917",417000,410182
"1312 Augusta Pointe Dr, Ripon, CA 95366-9385",295000,295223
"433 W Monterey Ave, Stockton, CA 95204-4338",280000,271557
"469 Noni Ave, Escalon, CA 95320-8570",440000,435852
"831 N Airport Way, Stockton, CA 95205-4121",174900,168003
"3506 Gold Coast Ct, Stockton, CA 95206-5143",290000,287830
"1045 STANTON Way, Stockton, CA 95207-2534",379000,366310
"422 Leslie Ave, Stockton, CA 95207",269995,262381
"2127 Yosemite, Escalon, CA 95320-1825",295000,292219
"4066 S Escalon Bellota Rd, Farmington, CA 95230-9554",299900,290856
"636 Cypress Run, Woodbridge, CA 95258",535000,517086
"2240 De Ovan Ave, Stockton, CA 95204-1510",199950,194271
"922 Kate Linde Cir, Stockton, CA 95206-5234",275000,273934
"1200 Traditions St, Tracy, CA 95376-1328",335000,338369
"718 Castle Oaks Ave, Stockton, CA 95210",211000,206166
"3820 Chiavari Way, Manteca, CA 95337-8470",599995,581712
"1623 Country Club Blvd, Stockton, CA 95204-4914",247900,242411
"10331 Lombard Ct, Stockton, CA 95209",329000,325286
"1459 W Swain Rd, Stockton, CA 95207-4163",249950,240723
"7319 Coral Ln, Stockton, CA 95207",199900,200069
"12271 W Bethany Rd, Tracy, CA 95304-7313",669000,659301
"17310 N Bruella Rd, Victor, CA 95253",210000,206144
"339 E Pine St, Stockton, CA 95204-5429",182500,180119
"141 Ivy Ave, Stockton, CA 95206-3453",169900,162192
"2274 Piccardo Cir, Stockton, CA 95207-6580",179000,174937
"5433 Covey Creek Cir, Stockton, CA 95207-5392",575000,543297
"3125 W Swain Rd, Stockton, CA 95219-3910",334950,329292
"702 W Montecito Ave, Mountain House, CA 95391-1198",609000,603580
"1909 Ralph Ave, Stockton, CA 95206",375000,355462
"3049 Bixby Way, Stockton, CA 95209-1514",344900,336118
"5081 Cady Ln, Linden, CA 95236-9777",314000,309551
"1626 Navajo Dr, Stockton, CA 95209-1301",285000,283224
"2248 Katherine Pl, Manteca, CA 95337-8230",499900,491994
"1885 Blueberry Ct, Tracy, CA 95376-5261",419000,413546
"6134 Mohican Dr, Manteca, CA 95336-2519",289950,287935
"10801 W Clover Rd, Tracy, CA 95376-7770",225000,221529
"8614 Vine Ln, Tracy, CA 95304-8117",1250000,1175056
"4134 Crown Ave, Stockton, CA 95207-6910",259000,253954
"1620 E Harding Way, Stockton, CA 95205",149940,147604
"141 W Stiles Ln, Mountain House, CA 95391",581000,572251
"15001 Wing Levee Rd, Tracy, CA 95206-9509",640000,609490
"326 N Lower Sacramento Rd, Lodi, CA 95242",310000,306210
"3721 N Portage Cir, Stockton, CA 95219-3862",425000,415009
"1826 Gordon Verner Circle, Stockton, CA 95206-6141",235000,233578
"703 Pine St, Manteca, CA 95336-4813",263500,255577
"36 W Willow St, Stockton, CA 95202",185000,181137
"16650 Ore Claim Trl, Lathrop, CA 95330-8843",435000,430106
"8219 New York Dr, Stockton, CA 95210-2114",169500,172103
"2410 Belair St, Stockton, CA 95205-7711",189999,188387
"23779 N Jack Tone Rd, Acampo, CA 95220-9728",824950,812713
"948 W Flora St, Stockton, CA 95203-2226",90000,88898
"1049 Compass Ln, Manteca, CA 95537",339900,341392
"259 E Gibson St, Stockton, CA 95204",217950,214272
"1524 Calhoun Way, Stockton, CA 95207-3530",215000,208820
"14152 E Tokay Colony Rd, Lodi, CA 95240-9637",819000,789514
"1599 Aptos Ln, Stockton, CA 95206-5801",229900,226785
"228 Margaret Way, Ripon, CA 95366-9317",550000,537498
"529 N Lincoln Ave, Manteca, CA 95336-3931",189900,186855
"4832 Dahlia Dr, Stockton, CA 95212-2120",240000,236408
"4653 Morning Brook Ln, Tracy, CA 95377-8715",388000,388685
"1938 Michigan Ave, Stockton, CA 95204-4143",265000,260751
"2524 S Harrison St, Stockton, CA 95206",275000,274309
"305 Concord St, Lodi, CA 95240-5314",185000,184875
"26 W Sonoma, Stockton, CA 95204",241000,233714
"2042 Calhoun Way, Stockton, CA 95207",205000,201322
"207 E El Campo Ave, Stockton, CA 95207",222000,221939
"439 E Monterey Ave, Stockton, CA 95204-3748",209999,205818
"2217 Sudbury Ct, Tracy, CA 95376",270000,270106
"303 Rainier Dr, Lodi, CA 95242-2627",335000,331845
"635 S Pershing Ave, Stockton, CA 95203-3240",165000,168617
"310 W Forest Lake Rd, Acampo, CA 95220",535000,514075
"132 Legacy St, Manteca, CA 95337-8995",445000,440959
"3170 Urchin St, Stockton, CA 95206",265000,262908
"2169 Yellowstone Ave, Tracy, CA 95377-6637",445000,441402
"7604 Alexandria Pl, Stockton, CA 95207-1514",299950,293598
"1615 West Ln, Stockton, CA 95205-3349",229000,226623
"3107 Valley Forge Dr, Stockton, CA 95209-2128",268500,264519
"873 Ruess Rd, Ripon, CA 95366",519500,505793
"411 W Bianchi Rd, Stockton, CA 95207-7119",295000,289590
"2417 E Church St, Stockton, CA 95205-6415",129000,123923
"3470 Tupelo Dr, Stockton, CA 95209-3743",345000,342523
"2417 Inglewood Dr, Lodi, CA 95242-9129",299900,296050
"1465 Yorkshire Loop, Tracy, CA 95376-8335",459900,456895
"10910 N Golfview Rd, Lodi, CA 95240-9469",379900,368330
"4969 Forecast Way, Stockton, CA 95206-6307",270000,266568
"9698 Deep Water Ln, Stockton, CA 95219-4964",339000,337626
"1998 Box Car Dr, Manteca, CA 95337-8204",425000,417793
"96 E Woodbridge Rd, Woodbridge, CA 95258-9610",339950,328932
"8803 Stonewood Dr, Stockton, CA 95209-2060",290000,286429
"465 Vin Rose Way, Manteca, CA 95337-6856",385000,382315
"7636 Heather Dr, Stockton, CA 95207",279000,274271
"1047 S Van Buren St, Stockton, CA 95206-1264",195000,187865
"1026 MAGGIORE Ln, Manteca, CA 95337",499950,489938
"3806 Seascape Way, Stockton, CA 95206-4966",320000,315310
"1337 N San Joaquin St, Stockton, CA 95202-1108",295000,276813
"645 Bristol Ave, Stockton, CA 95204-4331",435000,408688
"1800 Roselawn, Stockton, CA 95204",279000,273090
"9951 E Brittany, Acampo, CA 95220",799000,760424
"2373 E Sonora St, Stockton, CA 95205-6506",180000,181716
"3809 San Marco Dr, Stockton, CA 95212-3501",449888,432581
"10713 Savoy Cir, Stockton, CA 95209-4570",425000,415909
"133 W Fulton St, Stockton, CA 95204-3109",385000,340926
"631 Ben Ingram Ct, Tracy, CA 95377-8569",504990,498854
"625 Vera Ave, Ripon, CA 95366-2614",565000,546714
"907 MAGGIORE Ln, Manteca, CA 95337-6678",454500,446575
"546 Libby Ln, Lathrop, CA 95330-9545",230000,223968
"1168 N Ham Ln, Lodi, CA 95242",329000,320125
"2363 Christina Ave, Stockton, CA 95204-1503",185000,178986
"3130 E acampo, Acampo, CA 95220",349000,340349
"157 Bernice Ave, Stockton, CA 95210-1902",239900,233352
"4243 Coastal Cove Ln, Stockton, CA 95219-2532",400000,397001
"13633 Pinto Ln, Lodi, CA 95240-9779",499950,483874
"2125 Knickerbocker Dr, Stockton, CA 95210-3126",199900,193873
"5830 E Ashley Ln, Stockton, CA 95212-2613",750000,724872
"1433 Ridgecrest, Manteca, CA 95336",309000,304732
"1649 Magnum Ct, Stockton, CA 95206-6316",380000,371684
"6045 HUNTINGDALE Cir, Stockton, CA 95219-1901",1911000,1643998
"4009 Antioch Way, Stockton, CA 95212",280000,275159
"2320 W Turner Rd, Lodi, CA 95242-2164",155000,149440
"137 S Ham Ln, Lodi, CA 95242",239950,232507
"1641 Amanda Ct, Stockton, CA 95209-1802",295000,292275
"181 Kelley Mist Ln, Tracy, CA 95377-7064",520000,507764
"14513 E Sargent Rd, Lodi, CA 95240-9748",599000,567335
"2368 Lanyard Way, Lodi, CA 95240-6399",369000,364790
"13317 W Ripon Rd, Ripon, CA 95366-9530",559950,540411
"3719 N San Joaquin St, Stockton, CA 95204-3219",192000,185406
"803 Queensland Cir, Stockton, CA 95206-5127",285000,281292
"445 E Almond - 127 Dr #127, Lodi, CA 95240-6347",149999,145686
"532 E Elm St, Lodi, CA 95240-2312",127999,127025
"929 W MAGNOLIA, Stockton, CA 95203-2243",245000,234737
"631 Queensland Cir, Stockton, CA 95206-5134",285000,281537
"1170 School Ave, Stockton, CA 95205",149900,145880
"10434 Arianne Dr, Stockton, CA 95209-4377",349000,348506
"15 W El Campo Ave, Stockton, CA 95207",275000,268086
"2541 Douglas Rd, Stockton, CA 95207-3336",295000,285674
"3831 OAK SHORES DRIVE, Stockton, CA 95209",469000,451824
"1511 PYRENEES Ave #15, Stockton, CA 95210",85000,81731
"3039 Celebration Dr, Lodi, CA 95242",675950,647515
"2330 Medallion Way, Lodi, CA 95242-4749",459950,445236
"9009 Soave Ln, Stockton, CA 95212-3810",364900,356643
"828 W Monterey Ave, Stockton, CA 95204-4316",298000,291758
"264 E Churchill St, Stockton, CA 95204-2004",206000,204534
"1800 Corbin, Lodi, CA 95242",315000,311368
"111 N Veach, Manteca, CA 95337",379000,367504
"2026 Angelico Cir, Stockton, CA 95207-7869",299999,295561
"2328 W Euclid Ave, Stockton, CA 95204-2756",239900,233924
"574 Serpa Ranch Rd, Tracy, CA 95377-8616",436000,434283
"831 Rubino Ct, Stockton, CA 95209-4355",349000,341373
"841 Garden Gate Dr, Manteca, CA 95336-3720",235000,235277
"9562 Ruff Ave, Stockton, CA 95212-2406",765000,749601
"6724 Plymouth Rd #15, Stockton, CA 95207-2338",64000,60525
"818 James St, Lodi, CA 95242",245500,239466
"18851 Orange St, Woodbridge, CA 95258-9287",259000,250366
"8300-8312 E South Orchard Rd, Acampo, CA 95220",999900,958610
"1620 Michele Way, Escalon, CA 95320-9574",358900,356719
"2346 Lighthouse Cir, Tracy, CA 95304-5889",585000,577089
"416 E Swain Rd, Stockton, CA 95207-4421",349500,339490
"10607 W Larch Rd, Tracy, CA 95304-1503",649000,593248
"2428 Pheasant Run Cir, Stockton, CA 95207-5212",365000,353293
"14501 Wells Ln, Lodi, CA 95240-6421",2400000,1963441
"1821 W Hazelton Ave, Stockton, CA 95203-2930",199900,198394
"1768 De Ovan Ave, Stockton, CA 95204",259995,253623
"2741 Madrone Dr, Lodi, CA 95242-4635",385000,379212
"4183 Utica Ct, Stockton, CA 95206",229888,220588
"610 Altamont Dr, Tracy, CA 95376-1482",419950,415621
"1944 Auto Ave, Stockton, CA 95205-2807",184000,179157
"1667 GREEN SPRINGS Ct, Tracy, CA 94577",500000,486883
"104 E Yorkshire Dr, Stockton, CA 95207-5837",209000,209431
"755 Oneil Ct, Tracy, CA 95376-8763",480000,476405
"3960 E Calimyrna Rd, Acampo, CA 95220-9231",299999,288057
"9211 E Hwy. 26, Stockton, CA 95215",425000,413244
"1186 W Alameda St, Manteca, CA 95336-3539",345900,338506
"838 S Anteros Ave, Stockton, CA 95215-7318",235000,228199
"1115 Constitution Way, Tracy, CA 95376-4705",724900,701669
"910 Woodstream St, Stockton, CA 95206-6215",257500,251519
"287 W Santos Ave, Ripon, CA 95366-9337",599000,585098
"6043 Buckskin, Stockton, CA 95210-3677",265000,263483
"4192 MADDIE Cir, Stockton, CA 95209-3805",393000,383318
"3045 Celebration Dr, Lodi, CA 95242",665950,648240
"1262 Tulloch Dr, Tracy, CA 95304-5852",585000,581374
"10450 Tank House Dr, Stockton, CA 95209-4338",394000,388689
"1495 Argonne Dr, Stockton, CA 95203",410000,393541
"16023 Julie Ln, Lathrop, CA 95330-9557",299999,296516
"1037 Cypress Run Dr, Stockton, CA 95209-4544",359950,352139
"6143 MOHICAN Dr, Manteca, CA 95336",359000,356551
"818 N Harrison St, Stockton, CA 95203-2327",89900,84776
"609 Alicante Dr, Lodi, CA 95240-5606",360000,350586
"1855 Maude St, Stockton, CA 95206-5709",350000,343499
"603 W Sombra Way, Mountain House, CA 95391-2097",714800,695891
"338 Kolher St, Stockton, CA 95206-1952",159000,153618
"2419 Donatello St, Manteca, CA 95337-8403",375000,370099
"4307 Riviera Dr, Stockton, CA 95204",454500,435545
"4205 Bellettini Ct, Stockton, CA 95206-6350",269900,263559
"46 E Noble St, Stockton, CA 95204-4541",249000,245280
"503 Poplar Ave, Manteca, CA 95336-3610",238000,230961
"4066 Glen Abby Cir, Stockton, CA 95219",499990,486887
"2742 Flemons Ave, Stockton, CA 95205-7890",239900,235486
"16981 Rail Way, Lathrop, CA 95330-8641",469900,463740
"1317 S Pleasant Ave, Lodi, CA 95240-5727",239000,230822
"1544 Hiawatha Ave, Stockton, CA 95205-3400",148500,144130
"1002 Windsong Dr, Tracy, CA 95377",469900,469257
"2200 california, Stockton, CA 95206",152000,142198
"2145 Monte Diablo Ave, Stockton, CA 95203-1226",165000,160878
"3241 Deerfield Ct, Stockton, CA 95209-2110",320000,312189
"1736 McClellan Way, Stockton, CA 95207",374000,362044
"30611 Edwards Rd, Oakdale, CA 95361-7522",775000,748535
"665 Pioneer Ave, Lathrop, CA 95330-9199",440000,435259
"125 W Elm St, Stockton, CA 95204-5714",329000,319212
"2228 Katzakian Way, Lodi, CA 95242",524950,509035
"498 Spring River Cir, Stockton, CA 95210-4477",290000,288517
"242 E Essex St, Stockton, CA 95204-2010",242950,235794
"675 W Refinado Way, Mountain House, CA 95391-3002",588800,583197
"1644 E scotts, Stockton, CA 95205-6238",120000,117546
"270 S Central Ave, Tracy, CA 95376-4688",349900,347252
"10156 Capetown Ln, Stockton, CA 95219-7255",404950,399514
"2765 Christina Ave, Stockton, CA 95204-1411",249000,247599
"3711 Mcdougald Blvd, Stockton, CA 95206-5117",289500,286013
"3807 N California St, Stockton, CA 95204-2212",170000,175530
"915 Independence Dr, Tracy, CA 95376-4737",549900,527383
"10207 Brando Ct, Stockton, CA 95209-3910",329999,328294
"19588 N Tully Rd, Lockeford, CA 95237",495000,473630
"6724 Plymouth Rd #33, Stockton, CA 95207-2340",64800,60653
"4485 Townehome Dr, Stockton, CA 95207-7715",89800,91944
"4457 Townehome Dr, Stockton, CA 95207-7715",84800,87062
"4407 Townehome Dr, Stockton, CA 95207-7715",84800,87062
"1346 E Sonora St, Stockton, CA 95205-6118",118800,115688
"2315 Augusta Ave, Tracy, CA 95376",605900,599812
"3482 E Lafayette St, Stockton, CA 95205-5721",236000,230694
"1282 Shaefer St, Manteca, CA 95336-6921",349900,342362
"1530 Marino Ct, Manteca, CA 95337-9623",390000,386697
"3026 Sofia Way, Stockton, CA 95212-3553",379168,366513
"8009 Shay Cir, Stockton, CA 95213",299500,292873
"1771 W Scotts, Stockton, CA 95203",339000,330918
"510 E Lodi Ave, Lodi, CA 95240-3008",239000,232223
"321 Kristmont St, Lodi, CA 95242-3317",445000,432111
"3973 Summit Dr, Tracy, CA 95376",539900,528259
"3993 Summit Dr, Tracy, CA 95376",539900,528389
"1237 Winerose Ct, Lodi, CA 95242-9157",699000,660325
"10259 Mono Ct, Stockton, CA 95219",329000,325416
"8825 Janice Way, Tracy, CA 95304",619000,602455
"10118 Kayla Ave, Stockton, CA 95209",442990,429401
"5013 Spanish Bay Cir, Stockton, CA 95219",779990,759480
"1963 Benton Ct, Stockton, CA 95206-6145",345000,338871
"33 Nottingham Dr, Stockton, CA 95207-5128",239999,233683
"442 Swallow Ln, Lodi, CA 95240-6386",349900,346464
"812 Daisy Ave, Lodi, CA 95632-0943",379000,373990
"25679 N. Cherokee Lane, Galt, CA 95632-8209",339000,319656
"1040 Friar St, Stockton, CA 95209-1947",305000,302751
"1048 Friar St, Stockton, CA 95209-1947",320000,313971
"3189 Sonata Cir, Stockton, CA 95212-3838",435000,420091
"1426 Woodmont Way, Stockton, CA 95209",264900,261835
"3591 Quail Lakes Dr #31, Stockton, CA 95207-5234",95000,91599
"729 Fordham Dr, Stockton, CA 95210-2043",220000,218254
"22511 S Sixth St, Banta, CA 95304-9554",333900,336843
"320 Stonehaven Way, Stockton, CA 95210-1947",249900,243990
"3 N Pinewood Ct, Lodi, CA 95242",309950,311241
"1954 Orme Ln, Manteca, CA 95336-6212",399000,397024
"5608 Vintage Cir, Stockton, CA 95219-2512",325000,319887
"980 Treasure Ln, Manteca, CA 95337-6713",424900,421719
"2134 Sunny Creek Ct, Stockton, CA 95206-4617",208000,205384
"28287 S Vincenza Ave, Tracy, CA 95304-8176",590000,586276
"711 Willow Glen Dr, Lodi, CA 95240-0428",769000,735689
"3724 Otto Dr, Stockton, CA 95209--118",299000,296196
"4238 Volpaia Pl, Manteca, CA 95337-8461",599990,587424
"3871 Kelley Mist Ln, Tracy, CA 95377-7046",474500,469033
"1718 Tienda Dr, Lodi, CA 95242-3936",599000,578351
"1929 Laredo Cir, Stockton, CA 95209-1228",319000,313224
"2633 Flemons Ave, Stockton, CA 95205-7809",165000,161131
"1735 Tahoe Cir, Tracy, CA 95376",430000,426781
"2443 Polk Way, Stockton, CA 95207-3314",234000,232141
"2807 Mosswood Dr, Lodi, CA 95242-2049",389900,383671
"1932 Arlington Ct, Manteca, CA 95337",589000,575258
"2008 Rosecrans Way, Stockton, CA 95207-4042",225000,219017
"25745 S Pottery Ct, Tracy, CA 95377-9158",825000,802649
"1476 Gentry Ln, Tracy, CA 95377-7986",424900,422149
"3844 Pine Lake Cir, Stockton, CA 95219-2017",424500,415635
"1433 N Queen Ave, Stockton, CA 95203-1219",199900,198622
"1631 Maywood, Manteca, CA 95336",318888,318349
"258 PAUL Ct, Ripon, CA 95366",569950,566890
"204 E Gibson St, Stockton, CA 95204-2022",215000,214803
"333 Sperling Way, Lodi, CA 95240-1105",266900,263924
"317 Argonaut St, Manteca, CA 95336-3604",268850,268141
"1382 Parkview St, Manteca, CA 95337-5161",367500,365467
"5146 Strawberry Way, Stockton, CA 95212-3064",270000,265647
"4455 Giselle, Stockton, CA 95206",380000,372312
"735 WENTWORTH, Manteca, CA 95336-6936",304900,300617
"213 Blackwood Ave, Lathrop, CA 95330-9156",315500,309691
"401 W Poplar St, Stockton, CA 95203-2426",264950,259077
"131 Benson Dr, Lodi, CA 95242-3245",335900,330781
"8941 Security Way, Stockton, CA 95215",670000,659327
"3529 Lake Front Cir, Stockton, CA 95209-3760",479950,463686
"2421 E Church, Stockton, CA 95205-6415",141950,136184
"419 Mccloud Ave, Stockton, CA 95204-6012",199500,194097
"19163 Spyglass Ct, Woodbridge, CA 95258-9102",450000,430980
"1237 7 th, Ripon, CA 95366",339000,332560
"1217 Chaparral Way, Stockton, CA 95209",269900,267318
"25111 N Jack Tone Rd, Acampo, CA 95220-9324",499900,480515
"1711 Providence Way, Lodi, CA 95242-4745",415000,409187
"805 Pershing, Stockton, CA 95203",110000,115552
"30000 Kasson Rd #1p028, Tracy, CA 95304",85000,90054
"4832 Arch Rd, Stockton, CA 95215",599000,571402
"325 Cecelio Way, Tracy, CA 95376-4666",528888,521691
"17102 Iron Horse Trl, Lathrop, CA 95330-8645",380000,378925
"924 N Airport Way, Stockton, CA 95205-4109",179950,175153
"918 Oakhurst Way, Stockton, CA 95209",299900,296422
"245 Preakness Cir, Manteca, CA 95337",489000,482713
"19305 E Highway 26, Linden, CA 95236-9525",174900,178774
"7514 Coral Ln, Stockton, CA 95207-1533",285000,282957
"2549 Beecher, Stockton, CA 95215",300000,298143
"6644 Brook Falls Cir, Stockton, CA 95219-2442",319950,312561
"304 Frontage Rd, Ripon, CA 95366-2001",167000,170672
"4667 Burnham Cir, Stockton, CA 95207-7508",250000,251732
"6113 Kermit Ln, Stockton, CA 95207",225000,225076
"10517 Dnieper Ln, Stockton, CA 95219-7179",379900,380040
"5310 N El Dorado St #9, Stockton, CA 95207-5847",118000,121291
"9728 Fountain Valley Dr, Stockton, CA 95209",328000,322246
"2438 Swainsons Hawk St, Stockton, CA 95209-4281",375000,377679
"18498 S Austin Rd, Manteca, CA 95336-9796",549000,507075
"20155 N Sierra, Lockeford, CA 95237",395000,390379
"413 Dona Lugo Way, Stockton, CA 95210-1208",229000,224558
"5734 Claremont Ave, Stockton, CA 95207-5152",250000,247355
"2958 Gomes Dr, Tracy, CA 95376-1741",429950,426153
"7808 Amber Way, Stockton, CA 95207",320000,316390
"4953 Mosher Dr, Stockton, CA 95212-1717",849000,831049
"31451 Kasson Rd, Tracy, CA 95304",865000,840370
"4271 Cliff Dr, Stockton, CA 95204-1103",464000,446050
"4013 Middlefield Dr, Tracy, CA 95377-8721",469000,462254
"3336 Belleview Ave, Stockton, CA 95206-3843",107000,104987
"121 E Anderson St, Stockton, CA 95206-1303",99999,98075
"309 Leland Ct, Lodi, CA 95242-3328",529000,515758
"8314 Galloway A Ct, Stockton, CA 95210-1829",278888,277384
"1455 Trailwood Ave., Manteca, CA 95336-3048",329900,328918
"3402 Pacific Ave, Stockton, CA 95204",424995,417492
"1485 E Grant Line Rd, Tracy, CA 95304",425000,404725
"841 Del Mar, Stockton, CA 95215",250000,244150
"1505 N Newport, Stockton, CA 95205-3541",225000,224562
"1445 S San Joaquin St, Stockton, CA 95206-2005",149000,146446
"1048 Cherry Ct, Manteca, CA 95337-4350",305000,307810
"3245 De Ovan Ave, Stockton, CA 95204-1355",163500,163144
"5127 Verdi Way, Stockton, CA 95207-5319",305000,303673
"1261 Middlefield Ave, Stockton, CA 95204-6226",167000,170904
"120 W Colony, Ripon, CA 95366-9448",597000,585514
"6711 Kermit Ln, Stockton, CA 95207-2902",199888,202616
"2065 Pillsbury Rd, Manteca, CA 95337-8979",499000,492342
"2515 N California St, Stockton, CA 95204",160000,161917
"701 El Capitan, Lodi, CA 95242",325000,318287
"4105 Castellina Way, Manteca, CA 95337-8456",630000,614886
"3211 Strawberry Pl, Tracy, CA 95377-9027",450000,446521
"526 Alpine Ave, Manteca, CA 95336-4152",310000,313047
"951 Belle Ct, Tracy, CA 95376-1790",437000,436699
"197 Shadywood Ave, Lathrop, CA 95330-9184",299000,299764
"1754 W Woodward Ave, Manteca, CA 95337-8008",450000,441953
"10436 Galveston Way, Stockton, CA 95209-4255",335000,335500
"219 Forrest Ave, Lodi, CA 95240-1109",227000,225787
"1981 Pin Oak Ln, Manteca, CA 95336-9137",350000,355178
"1132 S Sunset Dr, Lodi, CA 95240-5530",279500,281146
"1205 Lorene Ave, Manteca, CA 95336-7124",345000,341679
"16800 FORTY NINER TRL, Lathrop, CA 95330",480000,477710
"1851 W Rose St, Stockton, CA 95203-1405",348000,346426
"2507 Fallenleaf Dr, Stockton, CA 95209-1168",269900,271171
"1633 Amanda Ct, Stockton, CA 95209-1802",299000,300804
"6724 Plymouth Rd #100, Stockton, CA 95207",95000,90854
"1434 Arundel Ct, Lodi, CA 95242-4503",412000,407029
"10203 Rubicon Ave, Stockton, CA 95219",343888,343454
"3661 Saint Andrews Dr #17, Stockton, CA 95219",395000,370198
"421 N Covina, Mountain House, CA 95391",559900,551184
"489 Cardinal Dr, Escalon, CA 95320",329900,323055
"330 Rutledge Dr, Lodi, CA 95242-2634",320000,317956
"13388 E Church St, Lockeford, CA 95237",139900,142929
"327 E 22nd St, Tracy, CA 95376-2821",290000,297784
"15488 6th St, Lathrop, CA 95330",299900,299442
"6749 Brook Falls Cir, Stockton, CA 95219-2443",389000,389937
"9655 Angelina Ct, Stockton, CA 95212-3140",385000,382594
"2058 Elmwood Ave, Stockton, CA 95204",174500,173314
"2178 wellington, Tracy, CA 95376",419000,411705
"4125 Clark Dr, Stockton, CA 95215-8208",415000,398704
"982 Dry Creek Pl, Lathrop, CA 95330-8614",399000,397688
"601 Elaine Dr, Stockton, CA 95207-4801",265900,262347
"6525 El Capitan Cir, Stockton, CA 95210-5114",289500,288716
"1573 W Swain Rd, Stockton, CA 95207-4170",179000,177293
"3105 N San Joaquin St, Stockton, CA 95204-3428",255000,253508
"1708 Meridian Dr, Stockton, CA 95206-2895",255000,258211
"349 Shady Acres Dr, Lodi, CA 95242-3329",429900,429369
"1744 thousand oaks Ct, Stockton, CA 95206",234900,233217
"2468 Basilicae Way, Manteca, CA 95337-8319",429000,423579
"5501 E Jahant, Galt, CA 95632",599950,603391
"4149 Pissarro Dr, Stockton, CA 95206-6061",309000,307659
"877 Ann Marie Dr, Manteca, CA 95337-8584",453500,449620
"16500 S North Ripon Rd, Ripon, CA 95366",469900,464465
"1447 Riverview Cir, Ripon, CA 95366-9329",1050000,983501
"412-1/2 Hilborn St, Lodi, CA 95240",139500,141256
"2241 Hayden Brook Dr, Stockton, CA 95212-2794",299900,302274
"821 Tulare Dr, Tracy, CA 95304-5831",485000,484648
"817 Monticello Ln, Manteca, CA 95336-3768",499000,493207
"1324 Occidental Ave #4, Stockton, CA 95203-1028",79000,76324
"950 Bordona, Tracy, CA 95376",309999,316255
"2140 Brigadoon Walk, Manteca, CA 95336-9463",249900,253667
"950 E Willow Ave, Manteca, CA 95337",310000,305705
"10629 Albert Dr, Stockton, CA 95209-4413",335000,334537
